Predicted,Actual
0.3820176151030754,0.1428571428571428
0.36573712650884715,1.0
0.3657193122218605,0.5714285714285712
0.3704958730463901,0.5
0.37416714450661903,0.2142857142857142
0.3752194862136351,0.0
0.3681976842832895,0.0
0.36832757285227435,0.4285714285714284
0.36594801780598085,0.1428571428571428
0.3744753216976491,0.2857142857142856
0.3735423968152657,0.3571428571428572
0.37177235199619907,0.1428571428571428
0.3514439094366273,0.3571428571428572
0.3676812715253147,0.5714285714285712
0.35973660090800286,0.6428571428571428
0.37509190188547203,0.3571428571428572
